customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5270-D790,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,22.530297048818486,64.15127147631804,No
1556-D954,Female,0,Yes,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.227964799688905,2575.047042963987,No
6452-C595,Male,0,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.12572729137665,3038.9781814158737,No
4899-B432,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.4110370412488,2215.3123933368065,No
2016-C114,Male,0,Yes,No,59,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),81.00647576500074,4774.18872675281,No
5321-A889,Male,1,No,Yes,20,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.613960413217804,507.53557123273276,Yes
7256-A527,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.35139404972038,4123.3099081506025,No
3313-C307,Male,0,Yes,Yes,50,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.48589250657638,2442.4232430269217,No
6831-D468,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.43026625364751,492.14502344802673,Yes
5056-B111,Male,1,No,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.99231024112849,2633.805638680601,No
2689-B467,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,102.6923143398077,2554.654770273884,No
4917-A519,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),80.55981732122684,4679.689671821622,No
3936-C270,Male,0,Yes,No,44,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.010087230317595,2727.2865777797456,No
6649-B240,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),90.6589748468404,5894.024556833428,No
2819-B414,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,115.55635684017719,3936.209573781721,No
2342-A191,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.43011369563014,7027.530470838918,No
3226-D254,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.983960947907995,735.9682588718802,No
5206-A331,Female,0,No,Yes,30,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,51.644066995365314,1552.8407385761357,No
8235-B348,Male,0,Yes,Yes,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,49.719308421034896,552.3308348666715,Yes
6089-D422,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.91164247077967,3249.8941506941237,No
6911-D586,Male,1,No,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.336549011917725,840.9912576581615,No
3653-A368,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),110.88270710548072,5878.450449519292,No
8876-A247,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,96.89405468937508,6276.660614052972,No
2141-B466,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.58819047957674,952.424459287751,No
3897-B912,Female,1,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,43.803985679395865,621.9540075973945,No
5270-C687,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,32.62789182821221,1768.1057325540323,No
1494-A213,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.25441486823046,2644.0642688250914,No
2784-C814,Female,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.70725563752572,4180.135486758242,No
6266-C408,Female,0,No,Yes,71,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,83.03500139957,5902.047018933508,No
7681-B113,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,79.10542233788493,3789.1739819328386,No
5658-C986,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,25.736377753258783,939.3721605893569,No
7869-C539,Female,1,Yes,No,55,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),109.33259485072581,6022.776236512863,No
8669-C949,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,46.46602294881498,1519.8252856437155,No
7219-C831,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,108.7135096896743,0.0,No
6979-D798,Female,0,Yes,Yes,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.8797182413261,592.6912489330815,No
2312-C639,Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.39239121138591,2777.630425334685,Yes
3938-D352,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.05244554889812,1175.129972360666,Yes
4197-A136,Female,0,Yes,Yes,45,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,47.24520915900757,2131.107135020679,No
6730-B226,Female,1,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,102.22335723154919,2354.40759598554,No
6602-D691,Male,0,No,Yes,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),114.56411503221024,1472.7598748572218,Yes
2366-D409,Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),46.741505775572264,1776.7032202234304,No
7671-D518,Female,0,No,No,17,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.264123112211593,322.2715338305154,No
5539-A657,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.07409700809933,2856.963038992973,No
3887-D538,Male,0,Yes,No,55,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,77.8313575273418,4278.119932124568,No
5086-B184,Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24.630837386358884,867.0371190250203,Yes
3841-D184,Male,1,Yes,No,23,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.87594488750422,1980.5674984612785,No
7040-A164,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,47.6026476811918,1342.955821077738,No
5758-C163,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.59601244814772,2405.6080877800046,No
6014-D257,Male,0,No,Yes,10,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.7821944293744,980.7750301869736,Yes
6708-C757,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,25.544437856872197,1014.4804403484143,No
6974-C324,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.16408601490632,5487.678333867719,No
2940-A714,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.08649630603807,400.844210794154,No
6014-C912,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.48188716287035,5004.674171480411,No
3987-B187,Male,0,No,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.89966966834544,5477.500704139871,No
5530-B234,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.14811476231985,534.5901180089005,Yes
2073-D439,Male,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.98269001434478,3362.6850278280094,No
3693-C748,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,79.14047305882856,393.61088211845595,No
5340-A924,Female,1,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,104.55170284879293,7331.04003472283,No
8966-A189,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.43366270529722,1212.757468449172,No
3159-A688,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.80361475330918,411.3696497857215,Yes
7772-D500,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.53188026147386,4466.530869135466,No
9219-A636,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.114629597942617,746.5272528737888,No
9488-B430,Female,0,No,No,44,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),33.72648154146979,1485.2540592659916,No
3296-A649,Male,0,Yes,Yes,25,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),71.79723221764425,1798.056675334427,No
1901-A174,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.63672989014487,148.82193682682058,No
2677-B267,Male,0,No,Yes,36,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,39.138672453976724,1407.366689180772,No
6622-A454,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.44221291266257,2311.067735986656,No
2248-D630,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,104.54044782102778,2823.0417054808386,No
7079-A983,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),61.493555012160215,1906.658201182392,No
8036-D848,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,105.79449576645288,5469.905995202942,No
2058-B100,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,24.225910107869684,776.8782343385145,Yes
7115-A528,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),28.22235798219095,692.283111481589,No
5603-B590,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,113.52785261630497,1821.202303125647,No
4553-A837,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),87.47430811181319,4821.6618574438135,No
1220-C822,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.06325294910191,2762.4366300266183,No
8192-D281,Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.95548856848775,396.34179381333024,No
6618-A740,Female,0,Yes,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.59899537104216,109.65330908590568,No
8209-C580,Female,1,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,90.39068361295703,5513.164312962389,No
2871-D971,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),54.10841306802027,495.5097599744021,No
2462-B645,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),100.45907814194184,6941.621566432379,No
9536-A144,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),57.21274693826467,518.521014732688,No
8813-A733,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,95.3952329443279,4092.352593341491,No
8237-D972,Male,1,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),108.8297343218418,5997.374647170688,No
7191-C650,Male,1,No,Yes,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.34870520980528,156.7882350540133,No
2001-B641,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,65.42118673401583,781.0777473977769,Yes
7899-B699,Female,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.26114607120634,1295.8331030014574,Yes
5476-A578,Female,1,Yes,Yes,69,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.37816627520446,6013.873619974576,Yes
1515-C267,Female,0,No,Yes,61,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,103.08257475165378,6299.034770328695,No
7297-D308,Female,1,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.39419310737867,313.9022225391115,No
1271-C710,Male,0,Yes,Yes,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.28672646324492,5090.981069828527,No
7008-D168,Male,0,Yes,No,55,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,97.20100438869792,5352.128004745486,No
4332-D178,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),32.27320711738129,1266.5283998585853,No
1622-B704,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.001896205167974,3414.7990906565788,No
3572-D720,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.51197542180414,2669.736988722585,No
6214-A107,Male,0,Yes,No,45,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),34.23174898309376,1562.6419012869126,No
1066-D290,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),83.04570165463339,416.24838417354727,No
8533-D620,Male,0,Yes,Yes,28,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24.862283155842036,698.537590041881,No
2140-C710,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),78.42646223748517,1435.6113432322124,No
8465-A263,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4350907035419,1409.1633809546518,No
5471-A367,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.62040121680966,3053.5259732441195,No
1548-B607,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,67.46220594840509,2501.9145021283407,Yes
9264-D298,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.73634020508851,666.2035434599669,No
1571-C714,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.65115667089202,4532.938492413594,No
2174-A305,Female,0,No,No,38,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),109.5789801141432,4155.865416837011,No
1178-A834,Male,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.89260726397941,1758.840742936284,No
7232-C533,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.610760485342094,30.533744454722125,Yes
9979-D282,Male,1,Yes,No,31,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.96876975499424,1642.0458276179643,No
5588-B764,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.65653858384741,116.26765645675765,No
4084-B970,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.48822058270869,479.986163256408,No
1731-B474,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.86165777145442,184.12033820291148,Yes
2605-C797,Male,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,116.26904091253577,2795.239738564316,Yes
3933-D291,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.79317903908603,560.8089631257044,No
9516-C825,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),82.29626204232822,2055.1424633478327,No
8099-C993,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,28.960770414647506,1819.0439638046914,No
2390-B243,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),33.85297372264274,571.8229768795961,No
5479-D460,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.53531191817364,32.33164495822954,Yes
3371-C316,Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.710195130503894,0.0,No
2515-C646,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.27170798526925,2807.98076313966,No
7326-B566,Male,1,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.8446370151823,7049.420878731237,No
3917-D618,Female,0,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),83.86825924132488,2938.1039521071207,No
2167-C331,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,62.07132395783156,3847.565038462639,No
6810-D821,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,67.88491096818895,1707.609478136023,No
7738-B372,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.985837291526565,166.0908505680586,No
3220-A106,Male,0,No,Yes,25,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,27.972444598386716,713.1813007221062,No
7691-A617,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,44.28248836452177,1858.5708165541912,No
1913-C233,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),49.0527968721467,2.453269968963939,No
4197-A538,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.596197321498565,252.27827655882786,No
8037-B383,Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,87.73637243760116,2283.1374134408275,No
5994-C265,Male,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,111.02922331296747,7777.314657563225,Yes
6308-B701,Male,0,Yes,Yes,2,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.77574280099468,74.38831131951004,No
1687-A665,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,102.48199058363876,6134.783103509563,No
2894-B926,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.23153286023423,3480.3260033082947,No
7322-D211,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.24325338970759,91.01907346340519,Yes
4797-C426,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),27.1642077569385,813.6306428909878,No
4968-A290,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.29960113551506,2705.121977233349,No
2335-B807,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.13698849017125,583.2623825414205,Yes
1378-C857,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.458431682495046,191.7494518692595,Yes
7380-D618,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),112.06331430831197,4591.750098217203,No
3330-A830,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),54.816227872800035,3678.9116350247623,No
1463-B271,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.95648219452657,112.12051997663727,No
4158-A222,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),35.464945168372694,112.37022394684291,Yes
5938-B984,Female,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.8794380165172,5483.527081057745,No
9881-C583,Female,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,90.45806200243115,3636.2807110509925,No
3212-A798,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,116.71561449972769,4905.729596107277,No
1382-A838,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,81.17094780456205,4380.443579749993,No
2412-D323,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.3600137381658,1155.963553276754,Yes
7146-D786,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.77680670509814,818.3180144181284,Yes
6565-C215,Female,0,No,No,57,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,22.203122377480405,1285.6053816271701,No
8437-C467,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,106.76908786226613,3111.7691934644467,No
2340-C194,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,97.52992048426019,582.4909381303672,No
3939-D727,Female,0,No,No,68,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),98.26475731397201,6682.9450852017,No
6969-B601,Male,0,Yes,No,63,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.616263102786604,3190.2686806959155,No
5813-B434,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,54.18792382990767,34.66957737340043,No
4150-B126,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,97.00645636563571,6400.1219090942295,No
7414-B903,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.35037433630396,700.9042620456527,No
8943-C486,Female,0,No,No,22,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.53550736244384,1828.7030961083144,No
5797-C460,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.99680954552836,979.2292809999489,Yes
9033-D587,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,55.27048890733143,2918.077683066436,No
9543-A355,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.74663730010954,4070.6995642675106,No
